#{"t_start": 1753533662.850664, "env_id": "None"}
r,l,t
-153.7944,90,1651.425508
-55.485723,103,1652.825695
-141.625354,99,1654.189215
-144.035058,93,1655.510054
-149.023261,104,1656.922244
-155.264789,91,1658.225333
-163.887196,89,1659.534087
-155.564751,103,1660.958612
-45.678414,95,1664.734481
-191.383231,104,1666.109677
-152.326918,90,1667.297404
-152.317408,90,1668.587974
-134.675365,92,1669.890874
-39.273271,100,1671.244591
-143.474266,92,1672.570305
-130.675617,95,1673.854883
-150.471659,92,1675.181955
-46.00524,99,1676.600394
-132.348399,91,1677.873045
-153.01481,92,1679.175988
-139.150852,96,1680.508781
-154.610501,99,1681.914877
-154.581505,99,1683.357756
-59.056798,100,1684.775347
-145.872681,91,1686.097063
-137.690889,95,1687.453933
-147.956804,102,1688.836375
-150.085736,105,1690.321236
-146.799626,97,1691.708645
-165.30332,101,1695.581072
-51.963866,102,1696.920914
-128.839344,89,1698.09584
-154.721919,95,1699.374304
-141.827892,92,1700.678734
-139.507966,92,1701.950414
-144.630788,95,1703.26581
-140.418426,91,1704.526674
-132.01567,88,1705.847433
-136.898908,91,1707.15051
-142.718836,100,1708.513692
-153.347668,96,1709.822662
-145.404531,107,1711.350226
-134.968445,93,1712.64011
-152.810646,95,1713.980129
-138.946063,95,1715.265363
-151.907718,102,1716.689588
-130.553871,89,1717.961864
-136.037871,102,1719.374182
-144.494711,95,1720.707401
-139.896945,91,1722.113773
-33.422323,96,1725.986123
-49.962611,96,1727.233945
-50.402318,94,1728.428015
-44.11019,94,1729.682941
-132.376876,94,1730.955942
-153.359771,97,1732.27644
-49.737752,104,1733.718272
-68.155086,113,1735.227584
-167.423296,108,1736.724624
-124.894236,87,1737.918515
-146.469352,96,1739.245871
-138.636836,99,1740.585308
-151.6673,89,1741.844859
-151.829287,90,1743.266873
-156.390822,101,1744.760339
-59.328067,101,1746.187159
-48.163727,96,1747.572306
-140.177221,96,1748.918267
-155.72112,101,1750.341795
-140.896244,99,1751.74211
-51.204773,103,1753.202299
-45.104018,100,1757.020609
-164.621245,98,1758.280837
-161.577577,100,1759.578907
-155.016816,99,1760.899395
-39.199487,96,1762.239178
-137.612219,89,1763.535479
-153.373694,91,1764.850703
-140.046046,95,1766.159559
-152.542179,95,1767.504967
-154.003005,94,1768.892698
-46.426097,102,1770.341155
-152.402541,105,1771.850415
-42.68871,100,1773.171502
-146.488435,93,1774.504647
-45.024915,99,1775.965274
-147.484338,88,1777.201484
-147.367761,90,1778.45601
-146.9843,96,1779.789203
-57.684391,97,1781.182463
-156.656814,86,1782.340928
-40.289489,99,1783.710281
-69.795154,103,1785.110426
-168.048691,103,1788.952538
-149.987071,97,1790.23123
-44.738535,106,1791.649367
-61.407811,106,1793.061497
-41.147593,97,1794.418831
-140.173157,88,1795.588571
-48.610788,98,1796.915702
-137.857066,95,1798.207177
-161.133047,104,1799.65548
-156.746697,100,1801.066575
-50.25021,98,1802.393182
-45.187454,101,1803.806165
-62.732364,96,1805.121758
-42.807448,100,1806.466411
-40.719781,98,1807.794039
-135.377987,98,1809.109277
-60.301445,109,1810.630594
-48.822197,105,1812.060258
-149.075567,90,1813.278585
-147.121674,106,1814.776141
-148.566843,90,1818.399056
-31.555463,98,1819.702939
-134.528986,94,1820.92695
-47.574318,107,1822.332659
-142.373682,103,1823.696493
-145.372073,96,1825.005065
-136.750601,88,1826.168641
-135.966128,88,1827.405345
-153.334395,99,1828.744869
-152.436207,111,1830.235543
-36.000782,96,1831.550185
-152.330771,101,1832.865379
-137.549577,99,1834.241454
-150.55523,92,1835.483832
-134.134285,89,1836.708017
-64.874532,103,1838.15604
-37.254699,101,1839.502065
-63.933857,108,1840.962209
-30.486949,95,1842.289366
-143.539696,96,1843.628483
-142.370595,93,1844.877627
-41.849474,100,1848.773858
-36.934858,97,1850.028484
-52.864797,100,1851.355541
-34.716921,100,1852.676453
-46.060289,100,1854.040586
-201.418458,112,1855.549036
-47.428519,104,1857.00376
-135.828553,91,1858.270382
-150.768222,110,1859.773603
-136.233455,96,1861.088169
-42.015389,94,1862.379317
-57.182219,102,1863.827707
-156.542436,86,1864.972932
-139.498276,88,1866.124516
-144.47665,96,1867.452267
-142.097203,92,1868.693769
-55.217439,104,1870.154683
-36.23159,99,1871.463862
-137.72518,100,1872.790918
-137.640757,88,1873.984968
-150.749295,92,1875.25728
-42.11641,96,1878.857962
-135.283411,102,1880.136063
-35.707354,94,1881.366182
-36.306997,95,1882.608671
-44.171826,105,1884.014786
-43.460259,98,1885.287525
-141.405024,93,1886.511525
-42.921113,95,1887.766027
-142.414543,96,1889.051035
-177.835733,103,1890.450624
-27.528512,94,1891.820007
-142.131252,95,1893.105572
-164.282015,91,1894.366217
